,Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date,ROI_Flag
17040,TI-CMP-18040,Social Media,College Students,23.0,Facebook,88775.0,11095.0,5101.5,2471.0,625163.0,28.84,7.77,Hindi,21.16,Youth,2024-12-21,Profit
17041,TI-CMP-18041,SEO,College Students,30.0,Instagram,12237.0,1164.0,374.0,131.0,28951.0,850.34375,-0.74,Tamil,13.64,College Students,2024-12-31,Loss
17042,TI-CMP-18042,Email,Youth,17.0,"YouTube, Instagram, WhatsApp",28628.0,1859.0,879.0,612.0,282744.0,436.97,0.06,Hindi,11.7,Working Women,2025-05-18,Profit
17044,TI-CMP-18044,Social Media,Tier 2 City Customers,6.0,WhatsApp,55890.0,2912.0,1496.0,777.0,373592.0,287.96,0.67,Hindi,8.85,Tier 2 City Customers,2025-01-21,Profit
17045,TI-CMP-18045,Email,Premium Shoppers,14.0,Google,74667.0,7465.0,3323.0,1026.0,214434.0,56.05,2.73,Hindi,15.82,Working Women,2025-03-02,Profit
17046,TI-CMP-18046,Influencer,Working Women,6.0,Email,63202.0,6640.0,3476.0,1472.0,896448.0,180.23,2.38,Bengali,18.33,Premium Shoppers,2024-10-22,Profit
17047,TI-CMP-18047,SEO,Premium Shoppers,14.0,"YouTube, Google, WhatsApp",86473.0,6885.0,1477.0,1095.0,838770.0,122.56,5.25,Tamil,10.95,Youth,2025-03-28,Profit
17048,TI-CMP-18048,Influencer,Working Women,9.0,"WhatsApp, Facebook",60177.0,3777.0,2173.0,734.0,163682.0,180.25,0.24,English,11.11,Youth,2025-03-28,Profit
17050,TI-CMP-18050,Social Media,Working Women,24.0,"Instagram, Email, WhatsApp",35556.0,3378.0,1302.0,777.0,341998.0,455.77,-0.03,Hindi,14.89,Tier 2 City Customers,2024-07-20,Loss
17051,TI-CMP-18051,Social Media,College Students,21.0,"WhatsApp, Email, Google",19824.0,816.0,211.0,125.0,36250.0,850.34375,-0.66,Bengali,5.81,Working Women,2024-10-01,Loss
17052,TI-CMP-18052,SEO,Tier 2 City Customers,14.0,YouTube,50308.0,6912.0,2938.0,1034.0,598686.0,185.72,2.12,Hindi,21.63,Premium Shoppers,2025-03-03,Profit
17053,TI-CMP-18053,Email,Youth,18.0,Facebook,84688.0,6051.0,2993.0,1031.0,340230.0,186.42,0.77,Tamil,11.9,Working Women,2024-11-25,Profit
17054,TI-CMP-18054,Paid Ads,Working Women,7.0,"Google, YouTube",16394.0,488.0,139.0,777.0,29120.0,850.34375,-0.96,Tamil,4.17,Youth,2024-07-31,Loss
17055,TI-CMP-18055,Email,Premium Shoppers,8.0,"Email, Google",67006.0,6819.0,3786.0,1726.0,1045956.0,62.83,8.335,Bengali,18.4,Youth,2024-08-11,Profit
17056,TI-CMP-18056,Email,College Students,25.0,"Instagram, Email, Google",62410.0,3919.0,1640.0,960.0,459840.0,196.03,1.44,Hindi,12.34,Premium Shoppers,2024-09-07,Profit
17057,TI-CMP-18057,SEO,Premium Shoppers,18.0,Instagram,33527.0,824.0,359.0,262.0,359270.0,850.34375,0.61,English,13.760886492146597,Working Women,2025-01-31,Profit
17058,TI-CMP-18058,Paid Ads,Youth,30.0,Google,36433.0,5396.0,3218.0,1384.0,406896.0,212.46,0.38,English,27.44,Youth,2025-03-14,Profit
17059,TI-CMP-18059,Social Media,Tier 2 City Customers,15.0,WhatsApp,49514.0,1493.0,613.0,196.0,102116.0,431.47,0.21,Tamil,4.65,Tier 2 City Customers,2024-08-22,Profit
17060,TI-CMP-18060,Paid Ads,Youth,13.0,"YouTube, Email",83132.0,7607.0,2052.0,763.0,437962.0,212.55,1.7,English,12.54,College Students,2024-10-31,Profit
17061,TI-CMP-18061,Social Media,Youth,19.0,"Instagram, Email, Facebook",93476.0,6753.0,2302.0,1043.0,285782.0,178.33,0.54,Tamil,10.8,College Students,2025-04-27,Profit
17062,TI-CMP-18062,Email,Working Women,7.0,"Google, WhatsApp, Email",63523.0,5168.0,1868.0,1488.0,359270.0,74.8,2.23,Tamil,13.42,Youth,2025-02-12,Profit
17063,TI-CMP-18063,SEO,Youth,27.0,"WhatsApp, Google",59395.0,6126.0,2193.0,847.0,451451.0,178.16,1.99,Tamil,15.43,Youth,2024-08-20,Profit
17065,TI-CMP-18065,Email,Working Women,28.0,Email,86336.0,11535.0,5101.5,2742.5,1361049.625,31.23,8.335,Tamil,24.61,College Students,2025-03-09,Profit
17066,TI-CMP-18066,Social Media,Tier 2 City Customers,22.0,"YouTube, Facebook, WhatsApp",18981.0,1103.0,564.0,396.0,90684.0,712.5,-0.68,English,10.87,Premium Shoppers,2025-03-20,Loss
17068,TI-CMP-18068,Social Media,College Students,22.0,WhatsApp,95727.0,12981.0,3049.0,1106.0,457884.0,197.44,1.1,Bengali,18.83,Tier 2 City Customers,2024-12-15,Profit
17069,TI-CMP-18069,SEO,Working Women,23.0,"Facebook, YouTube",39112.0,831.0,358.0,206.0,163770.0,447.77,0.78,Hindi,3.57,Working Women,2024-07-12,Profit
17070,TI-CMP-18070,Email,Working Women,27.0,"Facebook, WhatsApp",19805.0,1511.0,874.0,276.0,175812.0,208.7,2.05,Hindi,13.44,Premium Shoppers,2024-07-20,Profit
17071,TI-CMP-18071,Email,Premium Shoppers,23.0,"Email, WhatsApp, YouTube",43865.0,5777.0,1982.0,1375.0,745250.0,102.38,4.29,Hindi,20.82,Working Women,2024-11-04,Profit
17072,TI-CMP-18072,Email,Working Women,19.0,"Facebook, Google, Instagram",25646.0,1189.0,647.0,476.0,109480.0,305.41,-0.25,Bengali,13.760886492146597,Working Women,2025-02-19,Loss
17073,TI-CMP-18073,SEO,Youth,8.0,"Instagram, Email",11116.0,836.0,220.0,140.0,45080.0,850.34375,-0.62,Bengali,10.76,Tier 2 City Customers,2025-02-19,Loss
17074,TI-CMP-18074,Influencer,Working Women,12.0,Email,29002.0,3945.0,2299.0,1374.0,359270.0,135.19,0.93,Tamil,26.27,Premium Shoppers,2024-10-14,Profit
17075,TI-CMP-18075,Influencer,Youth,10.0,"Instagram, YouTube, WhatsApp",27081.0,3386.0,732.0,536.0,386992.0,458.54,0.57,Tamil,17.19,Tier 2 City Customers,2025-04-17,Profit
17076,TI-CMP-18076,Social Media,Youth,5.0,"WhatsApp, YouTube",39812.0,3131.0,1748.0,807.0,274380.0,297.64,0.14,Bengali,13.760886492146597,College Students,2025-02-06,Profit
17077,TI-CMP-18077,Influencer,Premium Shoppers,23.0,"YouTube, Email, WhatsApp",79795.0,9057.0,4130.0,1641.0,548094.0,157.93,1.11,English,18.58,College Students,2024-07-03,Profit
17078,TI-CMP-18078,Email,Youth,18.0,Email,11754.0,736.0,164.0,92.0,20976.0,850.34375,-0.73,English,8.44,Youth,2024-08-08,Loss
17079,TI-CMP-18079,Social Media,College Students,29.0,"Facebook, Google",42066.0,1013.0,434.0,288.0,167040.0,740.23,-0.22,Tamil,4.12,Premium Shoppers,2024-07-19,Loss
17080,TI-CMP-18080,SEO,Tier 2 City Customers,20.0,"Facebook, Google, Email",40616.0,1563.0,721.0,322.0,220248.0,284.91,1.4,Tamil,6.42,Youth,2024-10-11,Profit
17081,TI-CMP-18081,Email,Youth,7.0,"Facebook, Instagram, YouTube",79052.0,4186.0,1571.0,658.0,229642.0,326.0,0.07,English,8.11,Working Women,2024-07-09,Profit
17082,TI-CMP-18082,SEO,Working Women,19.0,"YouTube, Facebook, Email",11702.0,1127.0,306.0,123.0,62115.0,850.34375,-0.41,Tamil,13.3,College Students,2024-08-16,Loss
17083,TI-CMP-18083,Email,Youth,29.0,"Email, Instagram",98781.0,9862.0,4896.0,2742.5,1361049.625,66.23,6.49,English,18.26,Working Women,2024-08-25,Profit
17085,TI-CMP-18085,SEO,Working Women,25.0,"Instagram, Facebook, Google",12141.0,1465.0,461.0,223.0,161006.0,850.34375,-0.15,Tamil,17.7,College Students,2025-05-25,Loss
17086,TI-CMP-18086,SEO,Working Women,11.0,"YouTube, Instagram, Email",34674.0,4918.0,1550.0,1042.0,662712.0,208.7,2.05,Bengali,13.760886492146597,Tier 2 City Customers,2024-07-23,Profit
17087,TI-CMP-18087,Email,Working Women,29.0,WhatsApp,80049.0,9096.0,2074.0,1416.0,726408.0,134.92,2.8,English,15.72,Youth,2025-03-05,Profit
17088,TI-CMP-18088,SEO,Youth,10.0,"Facebook, Instagram, Email",29301.0,3590.0,1368.0,777.0,679960.0,282.87,2.09,Hindi,13.760886492146597,Tier 2 City Customers,2025-03-07,Profit
17089,TI-CMP-18089,SEO,Working Women,8.0,"Email, Instagram",37828.0,4553.0,2119.0,809.0,163418.0,159.07,0.27,English,19.78,Premium Shoppers,2024-07-30,Profit
17091,TI-CMP-18091,Email,Youth,29.0,"Facebook, Google",52535.0,1165.0,387.0,268.0,121136.0,592.78,-0.24,English,3.46,Tier 2 City Customers,2025-04-18,Loss
17092,TI-CMP-18092,Paid Ads,Premium Shoppers,12.0,Facebook,67454.0,9457.0,2306.0,822.0,528546.0,279.33,1.3,English,18.66,Youth,2025-04-18,Profit
17093,TI-CMP-18093,SEO,Premium Shoppers,8.0,"Email, Instagram, YouTube",70498.0,3864.0,1835.0,1070.0,658050.0,61.61,8.335,English,9.6,Premium Shoppers,2024-08-05,Profit
17094,TI-CMP-18094,Social Media,College Students,22.0,"WhatsApp, Email",95648.0,10929.0,5101.5,777.0,657800.0,34.56,8.335,Hindi,20.15,Premium Shoppers,2025-02-22,Profit
17095,TI-CMP-18095,Social Media,Tier 2 City Customers,17.0,"Facebook, Instagram, Email",87710.0,8065.0,4201.0,1636.0,1231908.0,77.82,8.335,Hindi,15.85,Youth,2025-02-22,Profit
17096,TI-CMP-18096,Paid Ads,Premium Shoppers,13.0,WhatsApp,80337.0,8335.0,2335.0,1302.0,710892.0,68.21,7.0,English,14.9,College Students,2025-05-04,Profit
17097,TI-CMP-18097,Paid Ads,College Students,20.0,"YouTube, Email, WhatsApp",41120.0,930.0,310.0,201.0,138891.0,349.96,0.97,Tamil,3.5,Premium Shoppers,2025-04-26,Profit
17098,TI-CMP-18098,SEO,College Students,21.0,Google,92036.0,12195.0,5101.5,2742.5,1361049.625,47.99,8.335,Hindi,25.75,Premium Shoppers,2024-07-07,Profit
17099,TI-CMP-18099,Influencer,Tier 2 City Customers,26.0,WhatsApp,23740.0,3919.0,692.0,530.0,118190.0,415.0,-0.46,English,10.4,College Students,2025-03-26,Loss
17100,TI-CMP-18100,Email,Premium Shoppers,6.0,"Google, YouTube",70451.0,4215.0,2085.0,1198.0,523526.0,208.7,1.09,Hindi,10.64,Premium Shoppers,2025-03-18,Profit
17101,TI-CMP-18101,Paid Ads,Working Women,13.0,"Facebook, Email, YouTube",39289.0,3786.0,2197.0,1417.0,416598.0,198.7,0.48,English,18.83,Tier 2 City Customers,2024-08-15,Profit
17102,TI-CMP-18102,Paid Ads,Working Women,25.0,"WhatsApp, Instagram, Facebook",95525.0,3700.0,951.0,742.0,296800.0,200.28,1.0,Bengali,5.65,College Students,2024-09-15,Profit
17103,TI-CMP-18103,Influencer,Premium Shoppers,13.0,WhatsApp,62703.0,4967.0,2594.0,779.0,439356.0,320.77,0.76,Hindi,13.3,Youth,2024-07-11,Profit
17104,TI-CMP-18104,Influencer,Youth,29.0,"WhatsApp, Facebook, Email",17924.0,633.0,224.0,125.0,75375.0,850.34375,-0.29,Tamil,5.48,Premium Shoppers,2024-12-18,Loss
17105,TI-CMP-18105,Social Media,Youth,28.0,WhatsApp,47144.0,1217.0,540.0,311.0,89879.0,286.91,0.01,Bengali,4.39,Working Women,2025-01-17,Profit
17106,TI-CMP-18106,SEO,College Students,5.0,"WhatsApp, Email, Facebook",70459.0,9549.0,5101.5,2742.5,1361049.625,60.56,7.19,Bengali,26.48,Working Women,2024-11-21,Profit
17107,TI-CMP-18107,Paid Ads,College Students,16.0,"Instagram, Email, Google",43985.0,4366.0,1705.0,1196.0,618332.0,157.2,2.29,Bengali,16.52,Youth,2024-09-30,Profit
17108,TI-CMP-18108,Paid Ads,Premium Shoppers,20.0,"YouTube, Email",26025.0,3094.0,1084.0,353.0,117196.0,645.93,-0.49,Hindi,17.41,Youth,2024-07-01,Loss
17109,TI-CMP-18109,Paid Ads,Youth,29.0,"YouTube, Email, Google",14095.0,916.0,428.0,220.0,144100.0,394.07,0.66,Tamil,11.1,Youth,2024-08-17,Profit
17110,TI-CMP-18110,Paid Ads,Working Women,12.0,"YouTube, Google",63879.0,2594.0,539.0,194.0,131338.0,208.7,2.24,Tamil,5.21,College Students,2024-07-11,Profit
17111,TI-CMP-18111,SEO,Premium Shoppers,16.0,"Email, WhatsApp, Instagram",36928.0,822.0,204.0,114.0,78090.0,850.34375,-0.19,Tamil,3.09,Premium Shoppers,2025-05-15,Loss
17112,TI-CMP-18112,Social Media,Tier 2 City Customers,21.0,"Facebook, Email",71123.0,7990.0,2535.0,1023.0,493086.0,218.2,1.21,Hindi,16.24,Premium Shoppers,2025-03-14,Profit
17113,TI-CMP-18113,SEO,Premium Shoppers,14.0,"YouTube, Instagram, WhatsApp",20523.0,725.0,256.0,185.0,62900.0,450.66,-0.25,English,5.68,College Students,2025-04-28,Loss
17114,TI-CMP-18114,Social Media,Tier 2 City Customers,9.0,"Instagram, WhatsApp",49065.0,5060.0,2747.0,1451.0,867698.0,172.97,2.46,Tamil,18.87,Youth,2025-04-15,Profit
17115,TI-CMP-18115,Influencer,Tier 2 City Customers,28.0,"Email, Google",43971.0,2850.0,1552.0,1000.0,486000.0,131.27,2.7,English,12.29,Youth,2024-09-20,Profit
17116,TI-CMP-18116,Paid Ads,College Students,25.0,WhatsApp,57674.0,3919.0,1986.0,1268.0,768408.0,164.94,2.67,Hindi,12.5,Premium Shoppers,2024-10-03,Profit
17117,TI-CMP-18117,Paid Ads,College Students,6.0,WhatsApp,81046.0,3802.0,1368.0,417.0,274386.0,383.53,0.72,Tamil,6.89,Youth,2025-05-24,Profit
17118,TI-CMP-18118,Email,Premium Shoppers,17.0,Google,55016.23549001948,3420.0,1477.0,520.0,264160.0,171.75,1.96,Bengali,7.22,Youth,2024-09-07,Profit
17120,TI-CMP-18120,SEO,Working Women,9.0,"Google, WhatsApp, Facebook",26072.0,2918.0,1552.0,1185.0,560505.0,174.24,1.71,Hindi,21.69,Youth,2025-03-23,Profit
17121,TI-CMP-18121,Influencer,Premium Shoppers,15.0,"WhatsApp, Google, Facebook",61510.0,7028.0,2607.0,1475.0,703575.0,208.7,1.29,Tamil,18.06,Tier 2 City Customers,2025-01-04,Profit
17122,TI-CMP-18122,Social Media,Youth,18.0,"WhatsApp, Email, Facebook",91180.0,7325.0,1477.0,1112.0,274664.0,102.96,1.4,English,11.24,Youth,2024-07-27,Profit
17124,TI-CMP-18124,Influencer,Premium Shoppers,16.0,Instagram,17602.0,1115.0,374.0,179.0,92364.0,747.01,-0.31,Bengali,9.48,Youth,2025-03-17,Loss
17125,TI-CMP-18125,Influencer,Youth,23.0,"Google, YouTube, WhatsApp",37285.0,3173.0,1466.0,537.0,287832.0,513.73,0.04,Tamil,13.88,Premium Shoppers,2025-01-18,Profit
17126,TI-CMP-18126,SEO,Working Women,11.0,"WhatsApp, Google",50386.0,1486.0,316.0,223.0,66231.0,850.34375,-0.65,Hindi,4.02,Tier 2 City Customers,2025-04-27,Loss
17127,TI-CMP-18127,Influencer,Youth,19.0,"Email, WhatsApp, Instagram",33765.0,3359.0,1795.0,1201.0,243803.0,101.61,1.0,Hindi,18.82,Tier 2 City Customers,2025-01-23,Profit
17128,TI-CMP-18128,Email,Youth,26.0,"Instagram, WhatsApp",81307.0,6669.0,3556.0,1771.0,416185.0,113.42,1.07,English,14.75,Premium Shoppers,2025-01-05,Profit
17129,TI-CMP-18129,Email,College Students,19.0,"Instagram, WhatsApp, Facebook",61009.0,2966.0,867.0,602.0,357588.0,394.73,0.5,Bengali,7.27,Working Women,2024-12-27,Profit
17130,TI-CMP-18130,Paid Ads,Premium Shoppers,12.0,"Email, Facebook, WhatsApp",15395.0,2207.0,689.0,519.0,353958.0,498.95,0.37,Bengali,22.18,Tier 2 City Customers,2025-03-21,Profit
17132,TI-CMP-18132,Social Media,Tier 2 City Customers,25.0,YouTube,48381.0,5738.0,3223.0,1436.0,608864.0,179.8,1.36,English,21.49,Working Women,2024-10-26,Profit
17133,TI-CMP-18133,Influencer,Premium Shoppers,25.0,WhatsApp,43401.0,3421.0,1115.0,569.0,433009.0,395.84,0.92,Tamil,11.76,Premium Shoppers,2024-10-10,Profit
17134,TI-CMP-18134,Influencer,Tier 2 City Customers,7.0,"Google, WhatsApp",43095.0,1407.0,644.0,348.0,141636.0,188.83,1.16,English,5.57,College Students,2024-11-25,Profit
17135,TI-CMP-18135,Social Media,Youth,25.0,"Email, WhatsApp",78579.0,3816.0,1522.0,628.0,180236.0,170.98,0.68,Bengali,7.59,College Students,2025-05-04,Profit
17136,TI-CMP-18136,Email,Tier 2 City Customers,27.0,"WhatsApp, Facebook, Email",45962.0,2181.0,532.0,182.0,58786.0,850.34375,-0.62,Hindi,13.760886492146597,Working Women,2025-05-22,Loss
17137,TI-CMP-18137,Social Media,College Students,17.0,"WhatsApp, Google, Instagram",75649.0,2033.0,779.0,777.0,139009.0,693.39,-0.74,Hindi,4.1,Premium Shoppers,2024-07-24,Loss
17138,TI-CMP-18138,Paid Ads,Premium Shoppers,28.0,WhatsApp,62284.0,7319.0,2300.0,1711.0,997513.0,97.89,4.96,Tamil,18.19,Youth,2025-03-27,Profit
17139,TI-CMP-18139,Email,Working Women,14.0,"YouTube, WhatsApp",39823.0,5043.0,1495.0,1072.0,382704.0,240.14,0.49,Tamil,19.11,Working Women,2025-06-14,Profit
17140,TI-CMP-18140,Influencer,Tier 2 City Customers,29.0,Google,49225.0,3167.0,1477.0,948.0,387732.0,67.22,5.08,Bengali,11.89,Youth,2025-05-13,Profit
17141,TI-CMP-18141,Paid Ads,Youth,27.0,"YouTube, Email",36103.0,1619.0,530.0,161.0,126707.0,850.34375,-0.07,Hindi,6.4,Tier 2 City Customers,2024-08-30,Loss
17142,TI-CMP-18142,Email,Premium Shoppers,26.0,Email,33084.0,4953.0,1398.0,483.0,292215.0,514.62,0.18,Tamil,20.66,Working Women,2024-11-25,Profit
17143,TI-CMP-18143,Paid Ads,Premium Shoppers,16.0,"Facebook, YouTube, WhatsApp",23238.0,2207.0,1185.0,561.0,326502.0,93.23,5.24,Tamil,17.01,Youth,2025-02-19,Profit
17144,TI-CMP-18144,Social Media,College Students,11.0,"Google, YouTube",30715.0,3869.0,1094.0,418.0,231572.0,519.6,0.07,Tamil,17.52,Premium Shoppers,2024-07-31,Profit
17146,TI-CMP-18146,Influencer,Premium Shoppers,16.0,"WhatsApp, Email, Instagram",20639.0,3919.0,565.0,777.0,242206.0,663.14,-0.53,English,11.64,Youth,2025-05-05,Loss
17147,TI-CMP-18147,SEO,College Students,22.0,Instagram,15572.0,1769.0,939.0,595.0,469455.0,208.7,2.78,English,21.21,Youth,2025-05-31,Profit
17148,TI-CMP-18148,SEO,Tier 2 City Customers,16.0,"Email, Instagram",55164.0,1912.0,851.0,329.0,111531.0,745.32,-0.55,Bengali,5.61,Tier 2 City Customers,2024-07-30,Loss
17149,TI-CMP-18149,Social Media,Premium Shoppers,17.0,"WhatsApp, Facebook, Google",94629.0,4407.0,919.0,484.0,271524.0,508.21,0.1,Tamil,13.760886492146597,Working Women,2024-09-13,Profit
17150,TI-CMP-18150,Email,Premium Shoppers,28.0,"YouTube, Instagram, Google",97668.0,9184.0,3126.0,1000.0,460000.0,62.02,6.42,Tamil,13.63,Youth,2025-02-16,Profit
17151,TI-CMP-18151,SEO,Premium Shoppers,6.0,YouTube,51040.0,4859.0,2371.0,733.0,526294.0,208.7,2.44,Bengali,15.6,Premium Shoppers,2025-01-06,Profit
17152,TI-CMP-18152,Email,Tier 2 City Customers,23.0,"WhatsApp, Email",46512.0,5973.0,2393.0,1517.0,1114995.0,112.69,5.52,English,21.25,Tier 2 City Customers,2024-09-22,Profit
17153,TI-CMP-18153,Social Media,Premium Shoppers,7.0,Google,75185.0,6276.0,2270.0,943.0,464899.0,121.19,3.07,Hindi,12.62,Premium Shoppers,2024-08-18,Profit
17154,TI-CMP-18154,Email,College Students,20.0,"Instagram, Email, YouTube",66132.0,3014.0,758.0,539.0,420959.0,275.13,1.84,Bengali,6.52,Youth,2024-12-15,Profit
17155,TI-CMP-18155,Email,Tier 2 City Customers,5.0,WhatsApp,81512.0,6832.0,1477.0,1249.0,489608.0,189.06,1.07,Hindi,13.56,Youth,2025-04-30,Profit
17156,TI-CMP-18156,Social Media,Working Women,7.0,"WhatsApp, Google",21936.0,1104.0,603.0,425.0,313650.0,614.93,0.2,Tamil,9.72,Youth,2025-01-31,Profit
17157,TI-CMP-18157,SEO,Youth,19.0,"Google, YouTube",58632.0,7693.0,4596.0,2742.5,1361049.625,60.75,7.17,Bengali,26.83,Tier 2 City Customers,2024-08-05,Profit
17158,TI-CMP-18158,Influencer,Youth,8.0,"Facebook, WhatsApp, Instagram",47799.0,3036.0,1093.0,421.0,284175.0,539.3,0.25,Tamil,9.52,Premium Shoppers,2025-04-16,Profit
17159,TI-CMP-18159,SEO,Youth,30.0,YouTube,68430.0,2451.0,870.0,467.0,201277.0,497.7,-0.13,Tamil,5.54,College Students,2024-08-21,Loss
17160,TI-CMP-18160,Social Media,Tier 2 City Customers,11.0,"Facebook, YouTube",66696.0,5019.0,1840.0,1105.0,848640.0,208.7,2.68,Bengali,11.94,Premium Shoppers,2024-10-15,Profit
17161,TI-CMP-18161,SEO,Working Women,12.0,"WhatsApp, YouTube",82925.0,10939.0,3187.0,2161.0,1361049.625,77.5,7.13,Hindi,19.64,Working Women,2024-11-21,Profit
17162,TI-CMP-18162,Paid Ads,Premium Shoppers,18.0,"WhatsApp, Email, YouTube",20822.0,1947.0,515.0,205.0,114800.0,693.4,-0.19,English,12.81,Youth,2024-11-01,Loss
17163,TI-CMP-18163,Email,College Students,27.0,"Email, WhatsApp",55016.23549001948,3919.0,1477.0,2020.0,444400.0,83.91,1.62,Hindi,22.69,Youth,2024-08-21,Profit
17164,TI-CMP-18164,Social Media,College Students,21.0,"Email, WhatsApp",55016.23549001948,2108.0,917.0,428.0,318004.0,427.1,0.74,Bengali,5.36,Working Women,2025-02-03,Profit
17165,TI-CMP-18165,Social Media,Working Women,10.0,"WhatsApp, Email",26647.0,3919.0,760.0,402.0,93666.0,264.75,-0.12,Bengali,10.35,Working Women,2025-01-20,Loss
17166,TI-CMP-18166,SEO,Working Women,5.0,"Google, Instagram",15020.0,1296.0,507.0,201.0,152157.0,850.34375,-0.11,Bengali,13.34,Tier 2 City Customers,2025-04-15,Loss
17167,TI-CMP-18167,Social Media,College Students,9.0,"Google, Instagram",90109.0,5430.0,3242.0,1892.0,1361049.625,40.29,8.335,Hindi,11.72,Youth,2025-01-12,Profit
17168,TI-CMP-18168,Influencer,Premium Shoppers,17.522264750789567,"Email, WhatsApp",61872.0,3561.0,2001.0,1064.0,575624.0,209.67,1.58,Tamil,10.71,College Students,2024-11-27,Profit
17169,TI-CMP-18169,SEO,Tier 2 City Customers,23.0,"WhatsApp, Google",10332.0,1435.0,647.0,777.0,358206.0,184.13,1.5,Tamil,24.55,Youth,2024-12-13,Profit
17170,TI-CMP-18170,Influencer,Working Women,12.0,WhatsApp,76807.0,10434.0,5101.5,2742.5,1361049.625,82.49,5.02,Hindi,24.57,Youth,2025-02-27,Profit
17171,TI-CMP-18171,Social Media,College Students,5.0,"Instagram, Email, YouTube",18165.0,1926.0,502.0,155.0,46500.0,588.31,-0.49,English,14.22,Youth,2025-06-22,Loss
17172,TI-CMP-18172,Paid Ads,Tier 2 City Customers,7.0,"YouTube, Email, Google",41344.0,2432.0,600.0,270.0,65070.0,850.34375,-0.72,Bengali,7.99,Youth,2024-07-17,Loss
17174,TI-CMP-18174,Social Media,Working Women,22.0,"Facebook, Email",93739.0,7018.0,3512.0,2354.0,1361049.625,44.92,8.335,Tamil,13.74,Tier 2 City Customers,2024-10-20,Profit
17175,TI-CMP-18175,Email,Working Women,14.0,"Email, Google, YouTube",53473.0,3231.0,1871.0,1022.0,491582.0,139.08,2.46,Bengali,11.45,College Students,2024-07-04,Profit
17177,TI-CMP-18177,Paid Ads,Premium Shoppers,6.0,"Facebook, Google",28680.0,3491.0,980.0,442.0,293488.0,121.8,4.45,Bengali,17.13,Tier 2 City Customers,2024-10-30,Profit
17178,TI-CMP-18178,Paid Ads,Youth,13.0,"WhatsApp, Google, YouTube",90338.0,12652.0,5101.5,2742.5,1228500.0,15.65,8.335,Tamil,28.02,Youth,2024-10-21,Profit
17179,TI-CMP-18179,Influencer,College Students,28.0,Facebook,50236.0,4730.0,1081.0,521.0,293323.0,457.54,0.23,Hindi,12.6,Youth,2025-04-25,Profit
17181,TI-CMP-18181,Influencer,Tier 2 City Customers,27.0,YouTube,60702.0,4490.0,1360.0,904.0,368832.0,142.27,1.87,Tamil,11.13,Youth,2025-05-18,Profit
17182,TI-CMP-18182,Influencer,Premium Shoppers,25.0,"Facebook, Google",83709.0,7711.0,2057.0,1324.0,440892.0,133.23,1.5,English,13.25,Premium Shoppers,2024-10-21,Profit
17183,TI-CMP-18183,Influencer,College Students,22.0,"Facebook, Google",19898.0,1898.0,903.0,475.0,359270.0,269.62,1.81,English,13.760886492146597,Premium Shoppers,2024-08-18,Profit
17184,TI-CMP-18184,Influencer,Working Women,26.0,"Email, Facebook",20262.0,2330.0,748.0,237.0,177987.0,634.89,0.18,English,16.36,Premium Shoppers,2024-12-07,Profit
17185,TI-CMP-18185,Social Media,Premium Shoppers,11.0,"Instagram, YouTube",55016.23549001948,7171.0,2221.0,813.0,532515.0,271.67,1.41,English,16.28,College Students,2024-08-03,Profit
17186,TI-CMP-18186,Email,Premium Shoppers,6.0,Email,80378.0,2394.0,1477.0,453.0,335673.0,129.59,4.72,Hindi,4.72,Youth,2024-12-28,Profit
17187,TI-CMP-18187,SEO,Youth,25.0,"YouTube, Google, WhatsApp",79019.0,7103.0,3901.0,1296.0,1029024.0,54.26,8.335,Bengali,15.57,Working Women,2025-02-01,Profit
17188,TI-CMP-18188,SEO,Tier 2 City Customers,15.0,"Google, YouTube, Facebook",51275.0,5351.0,3029.0,1463.0,705166.0,108.27,3.45,Tamil,19.2,Premium Shoppers,2025-02-26,Profit
17189,TI-CMP-18189,Paid Ads,Tier 2 City Customers,7.0,"Instagram, Google, WhatsApp",44212.0,3111.0,1774.0,1025.0,815900.0,267.42,1.98,Bengali,13.37,Working Women,2024-09-30,Profit
17190,TI-CMP-18190,SEO,Youth,20.0,Email,42160.0,5829.0,1892.0,1475.0,603275.0,162.98,1.51,English,21.81,Youth,2024-12-21,Profit
17192,TI-CMP-18192,Paid Ads,Premium Shoppers,28.0,"YouTube, Email",67449.0,9627.0,4579.0,2111.0,1361049.625,74.75,7.63,English,24.19,Premium Shoppers,2025-05-02,Profit
17193,TI-CMP-18193,Paid Ads,Premium Shoppers,16.0,"Instagram, WhatsApp, Google",81827.0,4752.0,1195.0,394.0,276588.0,312.8,1.24,English,7.75,Tier 2 City Customers,2024-11-08,Profit
17194,TI-CMP-18194,Social Media,College Students,13.0,"Facebook, YouTube, Instagram",23383.0,2698.0,934.0,459.0,160650.0,609.87,-0.43,Hindi,17.5,Premium Shoppers,2025-05-22,Loss
17195,TI-CMP-18195,Email,Youth,11.0,"Instagram, WhatsApp, Facebook",13668.0,3919.0,206.0,80.0,359270.0,850.34375,4.28,Bengali,9.02,Tier 2 City Customers,2024-10-01,Profit
