,Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date,ROI_Flag
2677,NY-CMP-3677,Email,College Students,27.0,"Facebook, YouTube, Google",16582.0,503.0,155.0,778.0,32505.0,859.24,-0.95,Bengali,4.3,Working Women,2024-09-14,Loss
2678,NY-CMP-3678,Influencer,Tier 2 City Customers,14.0,"Google, Instagram",55452.0,7844.0,3611.0,2778.0,958410.0,73.94,3.67,Bengali,25.67,Premium Shoppers,2024-10-29,Profit
2679,NY-CMP-3679,Social Media,Youth,10.0,YouTube,42501.0,3830.0,2265.0,1622.0,1242452.0,125.63,5.1,Tamil,18.16,Tier 2 City Customers,2024-07-09,Profit
2680,NY-CMP-3680,Paid Ads,Working Women,11.0,"Google, Instagram, Facebook",41388.0,3909.0,324.0,112.0,68544.0,859.24,-0.29,Bengali,3.57,Youth,2025-04-05,Loss
2681,NY-CMP-3681,Influencer,College Students,16.0,"Instagram, Google",23344.0,3457.0,1401.0,834.0,253536.0,271.19,0.12,Bengali,24.38,Youth,2025-01-30,Profit
2682,NY-CMP-3682,Paid Ads,Working Women,12.0,"Instagram, Facebook",44780.0,4119.0,1681.0,986.0,267206.0,110.46,1.45,Hindi,15.15,Premium Shoppers,2024-10-21,Profit
2683,NY-CMP-3683,SEO,Youth,21.0,"WhatsApp, Google, Email",98388.0,7658.0,1479.0,1789.0,397158.0,132.7,0.67,Bengali,13.89,Premium Shoppers,2024-10-07,Profit
2684,NY-CMP-3684,SEO,College Students,26.0,Instagram,21850.0,2418.0,857.0,311.0,91123.0,645.12,-0.55,Tamil,16.41,Working Women,2025-03-14,Loss
2685,NY-CMP-3685,Paid Ads,College Students,17.444507737586633,"Email, Google, Facebook",75037.0,3274.0,1335.0,461.0,303799.0,258.38,1.55,Hindi,6.76,Youth,2024-10-02,Profit
2686,NY-CMP-3686,Influencer,Premium Shoppers,14.0,"Google, WhatsApp, Instagram",41264.0,4907.0,2335.0,1788.0,1367820.0,77.71,8.46,Tamil,21.88,Premium Shoppers,2025-02-01,Profit
2687,NY-CMP-3687,Influencer,Youth,26.0,"Google, WhatsApp",88470.0,5055.0,2257.0,1530.0,702270.0,119.55,2.84,Tamil,9.99,Youth,2025-02-01,Profit
2688,NY-CMP-3688,Social Media,Tier 2 City Customers,23.0,"Facebook, YouTube",17822.0,1724.0,367.0,213.0,89673.0,601.0,-0.3,Hindi,12.93,Tier 2 City Customers,2025-04-01,Loss
2689,NY-CMP-3689,Paid Ads,Youth,15.0,"YouTube, Facebook",38373.0,4308.0,1563.0,1120.0,711200.0,99.81,5.36,English,13.781462901942962,Premium Shoppers,2024-10-12,Profit
2690,NY-CMP-3690,Social Media,Premium Shoppers,16.0,"WhatsApp, Email",83599.0,11126.0,3605.0,2234.0,607648.0,87.09,2.12,English,20.29,College Students,2024-07-26,Profit
2691,NY-CMP-3691,Social Media,Tier 2 City Customers,5.0,"YouTube, Email",65683.0,8048.0,3628.0,2800.375,579885.0,40.02,4.17,Tamil,22.17,College Students,2025-05-04,Profit
2692,NY-CMP-3692,Email,Youth,20.0,"WhatsApp, Facebook",40849.0,3909.0,2345.0,1682.0,921736.0,142.5,2.85,Hindi,23.5,Tier 2 City Customers,2024-10-23,Profit
2693,NY-CMP-3693,Email,College Students,12.0,"Email, Facebook",37030.0,779.0,172.0,64.0,50496.0,859.24,-0.08,Hindi,2.74,Youth,2024-11-13,Loss
2694,NY-CMP-3694,SEO,College Students,17.0,Instagram,84466.0,3887.0,2138.0,1540.0,579040.0,110.83,2.39,Bengali,13.781462901942962,Working Women,2024-11-23,Profit
2695,NY-CMP-3695,Influencer,Working Women,28.0,"Facebook, Google, YouTube",27320.0,4080.0,1054.0,438.0,232140.0,183.98,1.88,English,20.4,Tier 2 City Customers,2025-04-04,Profit
2696,NY-CMP-3696,Social Media,Premium Shoppers,17.0,Google,23530.0,1276.0,439.0,266.0,189126.0,749.26,-0.05,Hindi,8.42,Premium Shoppers,2024-11-15,Loss
2697,NY-CMP-3697,Paid Ads,Tier 2 City Customers,12.0,Facebook,96407.0,12356.0,5095.0,2800.375,1370861.875,21.67,8.46,Bengali,22.55,Tier 2 City Customers,2024-11-29,Profit
2698,NY-CMP-3698,SEO,Working Women,15.0,"Instagram, YouTube",49057.0,4061.0,1441.0,1015.0,799820.0,159.73,3.93,Hindi,13.28,Premium Shoppers,2024-12-24,Profit
2699,NY-CMP-3699,SEO,College Students,27.0,"Google, Instagram, WhatsApp",60473.0,6251.0,1321.0,743.0,202839.0,327.0,-0.17,Bengali,13.75,College Students,2024-10-15,Loss
2700,NY-CMP-3700,Influencer,Youth,27.0,YouTube,50002.0,6610.0,2028.0,995.0,482575.0,50.61,8.46,Bengali,19.27,Working Women,2024-09-23,Profit
2701,NY-CMP-3701,Social Media,Working Women,13.0,WhatsApp,45947.0,5127.0,2032.0,731.0,567256.0,228.1,2.4,English,17.17,College Students,2025-05-20,Profit
2702,NY-CMP-3702,Social Media,Premium Shoppers,11.0,"Instagram, Email",16773.0,1940.0,957.0,357.0,359832.0,804.75,0.25,English,19.4,Youth,2024-07-10,Profit
2703,NY-CMP-3703,Social Media,Youth,11.0,"Instagram, Email, Google",99952.0,10773.0,4559.0,2800.375,1370861.875,100.0,3.9,Tamil,18.31,Youth,2025-04-10,Profit
2704,NY-CMP-3704,Social Media,Working Women,12.0,"Facebook, YouTube, Instagram",31862.0,4332.0,2285.0,1717.0,575195.0,151.17,1.22,Tamil,26.16,Working Women,2025-05-15,Profit
2705,NY-CMP-3705,Paid Ads,Youth,19.0,"Facebook, WhatsApp, YouTube",55119.386698247275,2378.0,1335.0,876.0,676272.0,100.0,6.72,Bengali,11.4,Premium Shoppers,2025-05-15,Profit
2706,NY-CMP-3706,Social Media,Tier 2 City Customers,25.0,Google,63281.0,5399.0,1608.0,628.0,474140.0,338.48,1.23,English,12.07,Working Women,2025-01-27,Profit
2707,NY-CMP-3707,SEO,Youth,18.0,YouTube,55119.386698247275,969.0,330.0,159.0,81249.0,859.24,-0.41,Hindi,4.71,College Students,2025-02-02,Loss
2708,NY-CMP-3708,Paid Ads,Premium Shoppers,16.0,Google,76064.0,11303.0,3710.0,1683.0,605880.0,207.23,0.74,English,21.95,Premium Shoppers,2024-08-01,Profit
2709,NY-CMP-3709,Influencer,Premium Shoppers,30.0,Email,92508.0,5256.0,1075.0,490.0,250390.0,592.79,-0.14,English,7.37,Tier 2 City Customers,2024-10-27,Loss
2710,NY-CMP-3710,Email,College Students,29.0,"YouTube, Google, Instagram",59778.0,1237.0,603.0,364.0,182000.0,696.97,-0.28,Bengali,3.69,Premium Shoppers,2024-07-28,Loss
2711,NY-CMP-3711,SEO,Premium Shoppers,17.444507737586633,"Instagram, WhatsApp, Email",27030.0,3316.0,1611.0,539.0,366520.0,212.4,2.2,Hindi,20.22,Premium Shoppers,2024-10-31,Profit
2712,NY-CMP-3712,Email,Working Women,11.0,Facebook,44625.0,5605.0,2887.0,1627.0,486473.0,136.7,1.19,Tamil,22.68,Tier 2 City Customers,2024-10-22,Profit
2713,NY-CMP-3713,Email,College Students,29.0,"WhatsApp, Google",25717.0,1727.0,831.0,558.0,319176.0,291.29,0.96,Tamil,12.12,College Students,2024-10-20,Profit
2714,NY-CMP-3714,Influencer,College Students,24.0,"Email, Instagram, Google",51315.0,1196.0,581.0,300.0,177300.0,814.39,-0.27,Hindi,13.781462901942962,Youth,2024-07-17,Loss
2715,NY-CMP-3715,Social Media,College Students,7.0,"Instagram, Facebook, Email",35860.0,1831.0,549.0,310.0,359832.0,626.55,0.85,English,7.5,Youth,2025-05-10,Profit
2716,NY-CMP-3716,Influencer,Working Women,30.0,YouTube,92780.0,6283.0,1746.0,592.0,359832.0,328.4,0.85,Hindi,9.29,Working Women,2024-07-09,Profit
2717,NY-CMP-3717,Influencer,Working Women,24.0,YouTube,43208.0,1962.0,1479.0,392.0,253232.0,743.97,-0.13,Bengali,8.17,Youth,2025-04-03,Loss
2718,NY-CMP-3718,SEO,Working Women,6.0,"Email, Google, YouTube",55119.386698247275,7752.0,3784.0,2667.0,1053465.0,51.82,6.62,Tamil,17.48,Working Women,2024-09-24,Profit
2719,NY-CMP-3719,Paid Ads,Youth,30.0,"Email, Instagram, WhatsApp",53817.0,6382.0,2226.0,673.0,325732.0,329.15,0.47,Hindi,17.25,College Students,2025-05-12,Profit
2720,NY-CMP-3720,Paid Ads,Working Women,6.0,"Facebook, YouTube",55119.386698247275,5027.0,1931.0,1315.0,866585.0,207.23,2.18,English,17.46,Youth,2024-10-10,Profit
2721,NY-CMP-3721,Influencer,Tier 2 City Customers,23.0,"WhatsApp, Instagram",54718.0,6287.0,1624.0,1009.0,423780.0,247.28,0.7,Hindi,16.3,Youth,2025-03-28,Profit
2722,NY-CMP-3722,Social Media,Working Women,25.0,"YouTube, WhatsApp, Instagram",92647.0,2433.0,1024.0,319.0,70499.0,468.93,-0.53,Bengali,4.08,Working Women,2024-11-22,Loss
2723,NY-CMP-3723,Influencer,Youth,24.0,YouTube,51073.0,7036.0,2940.0,2319.0,920643.0,90.26,3.4,Bengali,24.07,Tier 2 City Customers,2025-04-03,Profit
2724,NY-CMP-3724,Paid Ads,Working Women,22.0,"Email, Google",54911.0,4719.0,2678.0,1218.0,865998.0,103.84,5.85,Bengali,15.69,Working Women,2025-04-03,Profit
2725,NY-CMP-3725,SEO,Working Women,13.0,"WhatsApp, YouTube, Facebook",93138.0,9684.0,3107.0,1560.0,794040.0,47.5,8.46,English,15.41,Tier 2 City Customers,2024-10-20,Profit
2726,NY-CMP-3726,Email,Youth,8.0,"YouTube, Facebook",20075.0,453.0,178.0,140.0,31780.0,859.24,-0.74,English,3.84,Tier 2 City Customers,2024-08-02,Loss
2728,NY-CMP-3728,Email,Working Women,19.0,"Email, WhatsApp, Google",26870.0,2660.0,578.0,212.0,52576.0,622.42,-0.6,Tamil,12.84,Working Women,2025-02-28,Loss
2729,NY-CMP-3729,Influencer,Working Women,14.0,YouTube,86192.0,10226.0,2847.0,1543.0,1131019.0,121.31,5.04,Hindi,16.96,Working Women,2025-03-04,Profit
2730,NY-CMP-3730,Paid Ads,Tier 2 City Customers,17.444507737586633,"Instagram, Facebook, Email",61625.0,4441.0,1273.0,863.0,324488.0,314.77,0.19,Hindi,10.67,College Students,2024-09-09,Profit
2731,NY-CMP-3731,Social Media,Tier 2 City Customers,19.0,"Email, Google",31101.0,3249.0,1315.0,1025.0,246000.0,103.64,1.32,Bengali,17.97,Premium Shoppers,2024-07-15,Profit
2732,NY-CMP-3732,Email,College Students,9.0,"Facebook, YouTube, Instagram",93969.0,6206.0,3635.0,2800.375,1370861.875,102.89,3.76,Tamil,13.47,College Students,2025-06-09,Profit
2733,NY-CMP-3733,Paid Ads,Working Women,17.0,Google,52306.0,3375.0,1539.0,658.0,236880.0,386.34,-0.07,Hindi,10.65,Tier 2 City Customers,2025-06-09,Loss
2734,NY-CMP-3734,SEO,Youth,25.0,WhatsApp,49655.0,6356.0,2007.0,1206.0,554760.0,152.5,2.02,Hindi,19.27,Working Women,2024-08-22,Profit
2735,NY-CMP-3735,Social Media,Youth,17.444507737586633,WhatsApp,85146.0,3909.0,4591.0,1500.0,1116000.0,145.77,4.1,English,18.1,Tier 2 City Customers,2025-04-22,Profit
2736,NY-CMP-3736,Influencer,Premium Shoppers,23.0,WhatsApp,74717.0,10876.0,5095.0,2733.0,1370861.875,83.16,5.03,Bengali,26.28,Youth,2025-02-24,Profit
2737,NY-CMP-3737,Social Media,Working Women,27.0,"WhatsApp, Facebook, Instagram",19456.0,3909.0,708.0,261.0,191835.0,218.53,2.36,Bengali,13.89,Youth,2024-10-04,Profit
2738,NY-CMP-3738,Social Media,College Students,17.0,Instagram,51335.0,3659.0,1455.0,875.0,313250.0,115.27,2.11,Tamil,11.67,Working Women,2025-04-05,Profit
2739,NY-CMP-3739,Social Media,Working Women,5.0,"Email, Facebook",55119.386698247275,7524.0,3877.0,1840.0,515200.0,47.73,4.87,English,23.82,College Students,2024-12-05,Profit
2740,NY-CMP-3740,Influencer,Working Women,21.0,"WhatsApp, Facebook, Google",23839.0,1623.0,824.0,489.0,359832.0,386.24,0.91,English,12.32,Tier 2 City Customers,2025-01-18,Profit
2741,NY-CMP-3741,Social Media,Working Women,9.0,"Instagram, WhatsApp",45919.0,5055.0,1064.0,579.0,153435.0,400.64,-0.34,Tamil,14.59,College Students,2024-09-13,Loss
2742,NY-CMP-3742,Social Media,Premium Shoppers,17.444507737586633,"Instagram, Facebook",44564.0,3977.0,1332.0,551.0,163096.0,484.32,-0.39,Bengali,13.15,Working Women,2025-02-02,Loss
2743,NY-CMP-3743,Paid Ads,Youth,20.0,"Google, YouTube",21730.0,892.0,384.0,249.0,153633.0,563.45,0.1,Hindi,7.02,Youth,2025-03-09,Profit
2744,NY-CMP-3744,Email,Tier 2 City Customers,5.0,Instagram,34238.0,3921.0,1756.0,1244.0,811088.0,207.23,2.15,Bengali,20.21,Tier 2 City Customers,2025-03-16,Profit
2745,NY-CMP-3745,Email,Working Women,12.0,"WhatsApp, YouTube",26429.0,2990.0,1479.0,244.0,90280.0,859.24,-0.57,Hindi,15.1,Working Women,2024-08-28,Loss
2746,NY-CMP-3746,SEO,Tier 2 City Customers,11.0,YouTube,98897.0,3216.0,1838.0,1270.0,641350.0,182.61,1.77,Hindi,6.39,Working Women,2024-11-29,Profit
2747,NY-CMP-3747,Influencer,College Students,5.0,"YouTube, Facebook, WhatsApp",63203.0,3802.0,1874.0,1379.0,302001.0,106.15,1.06,Bengali,11.16,Youth,2024-10-08,Profit
2748,NY-CMP-3748,SEO,College Students,12.0,"Email, WhatsApp, Google",79425.0,3631.0,1005.0,321.0,135783.0,645.42,-0.34,English,6.24,Youth,2024-08-17,Loss
2749,NY-CMP-3749,Social Media,Youth,16.0,"YouTube, WhatsApp",89119.0,3385.0,917.0,360.0,106560.0,689.55,-0.57,Tamil,5.23,Tier 2 City Customers,2025-05-20,Loss
2750,NY-CMP-3750,Email,Premium Shoppers,19.0,"Facebook, WhatsApp, Instagram",23688.0,2700.0,774.0,470.0,183300.0,414.41,-0.06,Bengali,16.65,College Students,2025-01-12,Loss
2751,NY-CMP-3751,Paid Ads,College Students,17.444507737586633,YouTube,22498.0,2752.0,1479.0,321.0,165636.0,271.29,0.9,English,17.79,Youth,2024-07-07,Profit
2752,NY-CMP-3752,Influencer,Tier 2 City Customers,27.0,Instagram,93598.0,8613.0,2627.0,1320.0,769560.0,195.98,1.97,Tamil,13.42,College Students,2024-07-07,Profit
2753,NY-CMP-3753,Influencer,Tier 2 City Customers,20.0,Instagram,61453.0,4418.0,1492.0,818.0,440902.0,190.49,1.83,English,10.95,College Students,2025-05-10,Profit
2754,NY-CMP-3754,Social Media,Youth,25.0,"Instagram, WhatsApp",36216.0,3735.0,1442.0,819.0,645372.0,207.23,2.8,English,16.56,Tier 2 City Customers,2025-05-10,Profit
2755,NY-CMP-3755,Influencer,Premium Shoppers,13.0,"Facebook, YouTube, Google",31266.0,1218.0,655.0,219.0,104901.0,480.78,-0.0,Tamil,6.69,Working Women,2025-01-25,Profit
2756,NY-CMP-3756,Paid Ads,Premium Shoppers,26.0,"YouTube, Email, Google",85828.0,5102.0,1364.0,1025.0,761575.0,196.87,2.77,Bengali,8.73,College Students,2025-03-15,Profit
2757,NY-CMP-3757,SEO,College Students,30.0,"Google, YouTube, Facebook",67541.0,4728.0,1298.0,977.0,506086.0,253.01,1.05,Bengali,10.37,Working Women,2024-08-02,Profit
2758,NY-CMP-3758,Social Media,Youth,17.444507737586633,Email,72210.0,1678.0,479.0,309.0,63963.0,588.52,-0.65,Hindi,3.42,Working Women,2025-03-31,Loss
2759,NY-CMP-3759,Email,Working Women,9.0,"Google, YouTube",64705.0,9519.0,4779.0,1582.0,993496.0,101.75,5.17,Bengali,24.54,Youth,2025-05-10,Profit
2760,NY-CMP-3760,SEO,Working Women,19.0,"Facebook, WhatsApp, YouTube",28638.0,3892.0,1666.0,603.0,146529.0,239.49,0.01,English,21.51,Working Women,2025-02-14,Profit
2761,NY-CMP-3761,Email,Tier 2 City Customers,12.0,"Facebook, Email, WhatsApp",32765.0,4694.0,1479.0,1271.0,788020.0,167.06,2.71,Hindi,26.01,Tier 2 City Customers,2025-04-20,Profit
2762,NY-CMP-3762,SEO,College Students,15.0,"Instagram, WhatsApp",77935.0,3900.0,1257.0,959.0,598416.0,172.25,2.62,Tamil,7.85,Youth,2024-09-24,Profit
2763,NY-CMP-3763,Influencer,Working Women,23.0,Google,75337.0,5900.0,2946.0,2075.0,1370861.875,73.14,8.03,Tamil,14.5,Tier 2 City Customers,2025-02-26,Profit
2764,NY-CMP-3764,SEO,Tier 2 City Customers,19.0,Email,47694.0,2837.0,1083.0,702.0,334152.0,198.99,1.39,Tamil,9.69,Tier 2 City Customers,2025-01-07,Profit
2765,NY-CMP-3765,SEO,Youth,16.0,Instagram,75452.0,2215.0,1288.0,675.0,248400.0,279.37,0.32,English,5.54,Tier 2 City Customers,2024-08-12,Profit
2767,NY-CMP-3767,SEO,Youth,5.0,"Facebook, WhatsApp, Google",44848.0,2987.0,716.0,448.0,180544.0,315.99,0.28,Tamil,9.26,College Students,2025-03-26,Profit
2768,NY-CMP-3768,Paid Ads,Youth,16.0,"Facebook, YouTube",75844.0,8032.0,3949.0,1678.0,971562.0,135.28,3.28,English,18.01,Premium Shoppers,2024-09-23,Profit
2769,NY-CMP-3769,Email,Working Women,11.0,"Instagram, Google",86182.0,9957.0,2182.0,718.0,333870.0,103.63,3.49,Hindi,14.92,Working Women,2024-10-22,Profit
2770,NY-CMP-3770,Social Media,Working Women,6.0,Email,98641.0,7095.0,3120.0,1933.0,589565.0,30.85,8.46,Tamil,12.32,College Students,2025-05-06,Profit
2771,NY-CMP-3771,SEO,Youth,28.0,"YouTube, WhatsApp",25477.0,1453.0,567.0,220.0,68640.0,859.24,-0.64,Tamil,8.79,College Students,2025-05-02,Loss
2772,NY-CMP-3772,Email,Premium Shoppers,28.0,"Google, Email, Facebook",23842.0,3334.0,1728.0,1062.0,554364.0,255.77,1.04,Hindi,25.69,College Students,2024-10-13,Profit
2773,NY-CMP-3773,Influencer,Youth,9.0,Instagram,10863.0,1130.0,569.0,430.0,89870.0,214.95,-0.03,Bengali,19.6,Working Women,2025-05-02,Loss
2774,NY-CMP-3774,Influencer,Premium Shoppers,17.444507737586633,"Instagram, Email",22027.0,1967.0,789.0,497.0,141645.0,156.86,0.82,Tamil,14.77,Working Women,2025-03-14,Profit
2775,NY-CMP-3775,Social Media,Premium Shoppers,5.0,"WhatsApp, Google",29999.0,1069.0,307.0,107.0,64628.0,859.24,-0.3,Hindi,4.94,Youth,2025-01-22,Loss
2776,NY-CMP-3776,Social Media,Working Women,10.0,"Email, WhatsApp, Instagram",85904.0,3068.0,1479.0,1367.0,863944.0,149.06,3.24,English,7.22,Youth,2024-09-05,Profit
2777,NY-CMP-3777,Social Media,Premium Shoppers,22.0,"Google, Email",36581.0,3909.0,2199.0,1025.0,731850.0,238.6,1.99,English,19.23,College Students,2024-12-06,Profit
2778,NY-CMP-3778,Email,Youth,17.0,"Email, WhatsApp",41185.0,1635.0,515.0,386.0,301852.0,380.77,1.05,English,6.16,Premium Shoppers,2024-11-05,Profit
2779,NY-CMP-3779,Influencer,Premium Shoppers,25.0,WhatsApp,82540.0,6207.0,1952.0,695.0,330820.0,323.97,0.47,Tamil,10.73,College Students,2025-05-01,Profit
2780,NY-CMP-3780,Email,Tier 2 City Customers,5.0,"WhatsApp, Google",84892.0,3004.0,784.0,488.0,154208.0,214.11,0.48,English,5.04,Premium Shoppers,2024-08-09,Profit
2781,NY-CMP-3781,Paid Ads,Premium Shoppers,10.0,"Email, Facebook",25338.0,3525.0,1256.0,635.0,359832.0,208.6,1.72,Hindi,21.38,Working Women,2024-12-12,Profit
2782,NY-CMP-3782,Influencer,Working Women,17.444507737586633,Google,69213.0,4691.0,1786.0,694.0,180440.0,358.96,-0.28,English,10.36,College Students,2024-11-25,Loss
2783,NY-CMP-3783,Paid Ads,Premium Shoppers,12.0,"YouTube, Email, Instagram",63322.0,6109.0,1547.0,689.0,319696.0,384.92,0.21,English,13.18,Youth,2024-08-20,Profit
2785,NY-CMP-3785,Influencer,College Students,26.0,WhatsApp,80835.0,2036.0,1196.0,387.0,141255.0,397.41,-0.08,Hindi,4.48,Premium Shoppers,2025-04-13,Loss
2786,NY-CMP-3786,Influencer,Youth,7.0,"Google, Email, YouTube",72725.0,6795.0,1615.0,735.0,560805.0,220.27,2.46,Tamil,12.57,Working Women,2025-06-13,Profit
2787,NY-CMP-3787,Social Media,Premium Shoppers,23.0,Instagram,48911.0,3027.0,1723.0,1274.0,884156.0,43.09,8.46,English,12.32,Tier 2 City Customers,2025-01-29,Profit
2788,NY-CMP-3788,Social Media,Working Women,10.0,WhatsApp,66212.0,8243.0,4830.0,2800.375,1370861.875,32.67,8.46,Bengali,24.61,College Students,2024-12-19,Profit
2789,NY-CMP-3789,Social Media,Youth,29.0,YouTube,55833.0,5489.0,1479.0,1242.0,668196.0,207.23,1.6,Tamil,15.98,College Students,2024-08-18,Profit
2790,NY-CMP-3790,Email,Working Women,6.0,"Google, Email",87034.0,9964.0,2045.0,1150.0,855600.0,207.23,2.59,Tamil,15.12,Premium Shoppers,2024-07-09,Profit
2791,NY-CMP-3791,Social Media,Tier 2 City Customers,30.0,"Google, YouTube, WhatsApp",36052.0,1751.0,986.0,623.0,282219.0,298.4,0.52,Tamil,9.32,College Students,2025-02-19,Profit
2792,NY-CMP-3792,Influencer,College Students,6.0,YouTube,60934.0,7596.0,1479.0,1568.0,1166592.0,183.78,3.05,Bengali,18.38,Premium Shoppers,2024-09-30,Profit
2793,NY-CMP-3793,Email,Working Women,30.0,"Instagram, Google, Email",55119.386698247275,6117.0,1934.0,789.0,179892.0,335.68,-0.32,English,13.781462901942962,Premium Shoppers,2025-01-06,Loss
2794,NY-CMP-3794,SEO,Working Women,13.0,"Instagram, YouTube, Google",85235.0,9750.0,2086.0,1051.0,779842.0,207.23,2.58,Bengali,15.12,Premium Shoppers,2024-11-05,Profit
2795,NY-CMP-3795,SEO,Premium Shoppers,30.0,"Facebook, Google, YouTube",45967.0,4027.0,1352.0,945.0,204120.0,240.66,-0.1,Bengali,13.76,College Students,2025-01-24,Loss
2796,NY-CMP-3796,Social Media,College Students,23.0,"Instagram, Facebook, Google",72351.0,8970.0,2496.0,1139.0,904366.0,262.99,2.02,Tamil,17.42,Youth,2024-08-20,Profit
2797,NY-CMP-3797,Social Media,College Students,6.0,"Google, WhatsApp, YouTube",28249.0,3149.0,1058.0,752.0,480528.0,234.3,1.73,Tamil,17.55,College Students,2025-02-22,Profit
2798,NY-CMP-3798,Influencer,College Students,10.0,"Email, Instagram",95260.0,12728.0,5095.0,2544.0,582576.0,25.06,8.14,English,23.8,College Students,2024-07-22,Profit
2799,NY-CMP-3799,Influencer,Youth,20.0,"Facebook, Email",99615.0,11545.0,5095.0,2800.375,1370861.875,58.67,7.34,Hindi,23.01,Premium Shoppers,2025-01-29,Profit
2800,NY-CMP-3800,Email,Premium Shoppers,8.0,"Facebook, Email, WhatsApp",99244.0,12975.875,5095.0,2800.375,1370861.875,67.48,6.25,Tamil,23.46,College Students,2025-03-04,Profit
2801,NY-CMP-3801,Social Media,Working Women,21.0,"WhatsApp, Instagram, Google",52446.0,3496.0,1484.0,705.0,398325.0,106.59,4.3,English,10.84,College Students,2024-10-12,Profit
2802,NY-CMP-3802,Email,Working Women,18.0,Facebook,92932.0,6444.0,3307.0,1593.0,606933.0,121.66,2.13,English,12.21,Premium Shoppers,2024-12-09,Profit
2804,NY-CMP-3804,Social Media,College Students,17.444507737586633,"YouTube, Google, Instagram",55119.386698247275,3141.0,766.0,576.0,289728.0,207.23,1.43,Bengali,12.49,Tier 2 City Customers,2025-02-16,Profit
2805,NY-CMP-3805,Social Media,Youth,28.0,WhatsApp,46035.0,6264.0,2122.0,1229.0,634164.0,137.31,2.76,English,20.89,Youth,2024-09-08,Profit
2806,NY-CMP-3806,Email,Premium Shoppers,10.0,Instagram,44924.0,2552.0,1105.0,640.0,250240.0,123.82,2.16,English,9.57,Working Women,2025-06-09,Profit
2807,NY-CMP-3807,Social Media,Working Women,19.0,WhatsApp,22985.0,483.0,152.0,100.0,52200.0,859.24,-0.39,English,3.2,College Students,2025-04-03,Loss
2808,NY-CMP-3808,Email,Working Women,17.0,"Google, Email",56859.0,3964.0,1075.0,416.0,267904.0,373.35,0.72,Bengali,9.59,Tier 2 City Customers,2025-02-27,Profit
2809,NY-CMP-3809,SEO,Tier 2 City Customers,12.0,"Instagram, Facebook",96001.0,4598.0,933.0,707.0,341481.0,188.93,1.56,Hindi,6.5,Premium Shoppers,2025-05-29,Profit
2810,NY-CMP-3810,Influencer,Youth,6.0,"Google, WhatsApp, Email",55119.386698247275,2119.0,1023.0,538.0,165166.0,127.68,1.4,Tamil,9.51,Premium Shoppers,2025-05-04,Profit
2811,NY-CMP-3811,Paid Ads,Youth,7.0,Email,35044.0,2413.0,846.0,486.0,326106.0,201.32,2.33,English,10.69,College Students,2025-02-28,Profit
2812,NY-CMP-3812,Social Media,Working Women,13.0,Google,55119.386698247275,7122.0,2097.0,869.0,482295.0,67.76,7.19,Hindi,20.07,Working Women,2024-09-05,Profit
2813,NY-CMP-3813,Email,Working Women,7.0,Google,67375.0,3909.0,1161.0,841.0,334718.0,150.77,1.64,Tamil,7.03,College Students,2024-12-08,Profit
2814,NY-CMP-3814,Paid Ads,Youth,24.0,"Facebook, YouTube",50019.0,2208.0,481.0,245.0,152880.0,859.24,-0.27,Hindi,5.87,Tier 2 City Customers,2025-05-30,Loss
2815,NY-CMP-3815,Social Media,College Students,28.0,WhatsApp,44219.0,3909.0,1486.0,447.0,137229.0,369.37,-0.17,Bengali,18.64,Tier 2 City Customers,2025-01-05,Loss
2816,NY-CMP-3816,Email,Tier 2 City Customers,30.0,"Email, YouTube, Facebook",14200.0,1886.0,477.0,180.0,36180.0,859.24,-0.77,Hindi,17.91,College Students,2025-03-17,Loss
2818,NY-CMP-3818,Influencer,College Students,27.0,Google,15775.0,2263.0,1177.0,644.0,218960.0,454.07,-0.25,Hindi,25.89,Tier 2 City Customers,2025-04-12,Loss
2820,NY-CMP-3820,Paid Ads,Tier 2 City Customers,26.0,"Facebook, WhatsApp, YouTube",64948.0,6584.0,3496.0,2210.0,1370861.875,132.95,3.67,Tamil,18.92,Working Women,2024-08-05,Profit
2821,NY-CMP-3821,SEO,Working Women,11.0,"Facebook, Email",79159.0,5393.0,1118.0,840.0,196560.0,170.48,0.37,English,9.29,Premium Shoppers,2025-06-07,Profit
2822,NY-CMP-3822,Paid Ads,Premium Shoppers,11.0,"WhatsApp, Email, Facebook",82213.0,4940.0,1465.0,1097.0,702080.0,242.09,1.64,Tamil,9.13,College Students,2024-08-18,Profit
2823,NY-CMP-3823,Paid Ads,Premium Shoppers,18.0,"Instagram, Facebook, YouTube",52312.0,4137.0,1316.0,974.0,359832.0,275.54,0.34,English,12.29,Working Women,2024-07-01,Profit
2824,NY-CMP-3824,Social Media,Tier 2 City Customers,17.444507737586633,"Instagram, WhatsApp, Facebook",29712.0,4364.0,2358.0,822.0,655134.0,259.82,2.07,Tamil,25.39,Working Women,2025-01-10,Profit
2825,NY-CMP-3825,Email,Premium Shoppers,10.0,Email,95272.0,2415.0,761.0,778.0,336936.0,130.29,2.32,Tamil,3.92,Youth,2025-03-31,Profit
